OBJECTID,fieldname,platformtypename,tracknumber,uniqueidentifier,symbolcode,alertcode,speed,notes,altitude_m,estpoints,created_user,created_date,last_edited_user,last_edited_date,class,DateTimeSim,Distance_1_sec,BEARING,X,Y,POINT_Z,PlatformName,Speed_km_hr
1129,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,97.02192062,124.4148581,23.70489356,0,"u""""IzumoDDH183""""",5000
1130,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,15.62656492,118.4295891,22.96644418,0,"u""""UNKNOWN1""""",45000
1131,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,150.2551183,117.4416675,17.84571573,0,"u""""RedDragon3""""",50000
1132,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,234.0800503,117.7318479,22.38909535,0,"u""""Red Orchid""""",50000
1133,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,74.77123701,122.5839337,26.55886096,0,"u""""RedTiger""""",3500
1134,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,79.93176999,109.2228845,7.756658238,0,"u""""DDG114RJ""""",4500
1135,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,112.8532816,111.9150303,5.838481026,0,"u""""Serpent1""""",3500
1136,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,221.8201695,116.5329358,14.67748368,0,"u""""Dragon1""""",40000
1137,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,117.5750529,118.6620709,20.60206665,0,"u""""Utter51""""",50000
1138,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,161.5650512,113.0237054,13.6902212,0,"u""""FLANKER-2""""",52500
1139,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,121.5816083,131.9959783,30.23357345,0,"u""""Bengal1""""",4000
1140,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,113.1985932,111.2451326,5.545368099,0,"u""""Serpent2""""",4000
1141,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,255.1735203,111.5305333,18.02278469,0,"u""""RedDragon2""""",5000
1142,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,95.94829414,110.7133918,17.28055401,0,"u""""Shang1""""",3500
1143,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,79.35927053,113.5711197,19.87758358,0,"u""""SeaSerpent2""""",5000
1144,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,180,112.5798756,10.14705449,0,"u""""SeaSquid""""",6500
1145,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,136.4024426,115.5015562,20.48215657,0,"u""""REAGANTF""""",3500
1146,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,284.8158156,111.5278901,5.67729561,0,"u""""Xianning""""",4500
1147,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,163.0121437,113.007054,13.81472384,0,"u""""FLANKER-3""""",52500
1148,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,220.9073045,111.2859196,12.87681532,0,"u""""Flanker-1""""",52500
1149,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,322.5946435,114.9730613,11.33830585,0,"u""""UNK1""""",35000
1150,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,88.74852006,123.614324,25.32017006,0,"u""""Eagle1""""",60000
1151,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,180,112.5798756,10.13108821,0,"u""""SeaSquid""""",6500
1152,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,75.52117569,132.0044813,30.22905705,0,"u""""Bengal1""""",4000
1153,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,322.5946435,114.9063173,11.39217044,0,"u""""UNK1""""",35000
1154,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,165.8681914,113.0468388,13.76163978,0,"u""""JUMPY26""""",42500
1155,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,95.94829414,110.7220784,17.27968979,0,"u""""Shang1""""",3500
1156,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,79.93176387,109.2339406,7.758603325,0,"u""""DDG114RJ""""",4500
1157,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,263.1572268,117.6712562,22.2882152,0,"u""""Red Orchid""""",50000
1158,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,284.8158124,111.5170025,5.67951646,0,"u""""Xianning""""",4500
1159,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,107.1027244,111.2546725,5.542446477,0,"u""""Serpent2""""",4000
1160,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,79.35926977,113.5833818,19.87975011,0,"u""""SeaSerpent2""""",5000
1161,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,150.2551191,117.5035688,17.74257082,0,"u""""RedDragon3""""",50000
1162,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,163.0121438,113.0453295,13.69302822,0,"u""""FLANKER-3""""",52500
1163,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,8.826667922,111.1433687,12.81404984,0,"u""""Albatross1""""",50000
1164,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,136.4024426,115.5075788,20.4762314,0,"u""""REAGANTF""""",3500
1165,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,89.98928086,111.9230784,5.835106712,0,"u""""Serpent1""""",3500
1166,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,37.87498356,118.5110858,23.03712302,0,"u""""UNKNOWN1""""",45000
1167,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,255.1735232,111.5187929,18.02206243,0,"u""""RedDragon2""""",5000
1168,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,74.77123855,122.5923606,26.56091295,0,"u""""RedTiger""""",3500
1169,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,97.02192062,124.4260175,23.7100024,0,"u""""IzumoDDH183""""",5000
1170,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,189.4623223,113.4785912,9.77242845,0,"u""""Eagle2""""",57000
1171,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,107.1772291,118.7726642,20.54799526,0,"u""""Utter51""""",50000
1172,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,82.87498365,123.7628871,25.33695526,0,"u""""Eagle1""""",60000
1173,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,166.5042663,113.0651326,13.56943958,0,"u""""FLANKER-2""""",52500
1174,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,199.2750086,111.2001331,12.78027759,0,"u""""Flanker-1""""",52500
1175,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,202.4430373,116.4663811,14.6055146,0,"u""""Dragon1""""",40000
1176,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,11.30993264,111.1678374,12.93331769,0,"u""""Albatross1""""",50000
1177,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,107.1027309,111.2642124,5.539524838,0,"u""""Serpent2""""",4000
1178,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,95.94829353,110.730765,17.27882556,0,"u""""Shang1""""",3500
1179,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,28.46848715,118.6168911,23.05300282,0,"u""""UNKNOWN1""""",45000
1180,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,107.1772291,118.8832574,20.49390474,0,"u""""Utter51""""",50000
1181,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,284.8158168,111.5061469,5.682373739,0,"u""""Xianning""""",4500
1182,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,82.87498365,123.9070267,25.37236068,0,"u""""Eagle1""""",60000
1183,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,189.4623223,113.4552082,9.634137598,0,"u""""Eagle2""""",57000
1184,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,166.3714234,111.1143466,12.68370294,0,"u""""Flanker-1""""",52500
1185,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,165.8916867,116.3998265,14.53352195,0,"u""""Dragon1""""",40000
1186,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,166.5042667,113.1053539,13.44826094,0,"u""""FLANKER-2""""",52500
1187,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,163.0121433,113.0836049,13.57126959,0,"u""""FLANKER-3""""",52500
1188,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,63.43494698,124.4371769,23.71511103,0,"u""""IzumoDDH183""""",5000
1189,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,165.8681913,113.0776069,13.66315336,0,"u""""JUMPY26""""",42500
1190,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,65.1173855,132.0129843,30.22454043,0,"u""""Bengal1""""",4000
1191,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,136.4024426,115.5136014,20.47030601,0,"u""""REAGANTF""""",3500
1192,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,309.4603344,114.8342381,11.44051203,0,"u""""UNK1""""",35000
1193,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,79.93176839,109.2449966,7.760548403,0,"u""""DDG114RJ""""",4500
1194,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,263.2819593,117.5812135,22.22784771,0,"u""""Red Orchid""""",50000
1195,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,255.1735182,111.5067317,18.01902638,0,"u""""RedDragon2""""",5000
1196,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,166.6601958,117.5654701,17.63936646,0,"u""""RedDragon3""""",50000
1197,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,74.77123855,122.6007876,26.56296491,0,"u""""RedTiger""""",3500
1198,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,79.35926977,113.5956438,19.88191662,0,"u""""SeaSerpent2""""",5000
1199,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,115.8999627,112.5798756,10.11512113,0,"u""""SeaSquid""""",6500
1200,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,89.98928086,111.9311264,5.831732377,0,"u""""Serpent1""""",3500
1201,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,11.30993272,111.2002135,13.05042922,0,"u""""Albatross1""""",50000
1202,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,74.77123855,122.6092145,26.56501682,0,"u""""RedTiger""""",3500
1203,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,63.43495067,124.4483363,23.72021947,0,"u""""IzumoDDH183""""",5000
1204,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,65.1173855,132.0219284,30.22653603,0,"u""""Bengal1""""",4000
1205,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,263.6598083,117.4573363,22.21408645,0,"u""""Red Orchid""""",50000
1206,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,189.4623222,113.4318252,9.495790064,0,"u""""Eagle2""""",57000
1207,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,284.8158168,111.4952913,5.685231004,0,"u""""Xianning""""",4500
1208,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,74.79351473,124.0501252,25.41213736,0,"u""""Eagle1""""",60000
1209,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,115.8999627,112.5798756,10.09915325,0,"u""""SeaSquid""""",6500
1210,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,90,118.7286392,23.04400884,0,"u""""UNKNOWN1""""",45000
1211,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,163.0121437,113.1218803,13.44944846,0,"u""""FLANKER-3""""",52500
1212,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:47,1111.111111,107.1027309,111.2737523,5.536603187,0,"u""""Serpent2""""",4000
1213,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,255.1735192,111.4946705,18.01599027,0,"u""""RedDragon2""""",5000
1214,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,79.93176839,109.2560526,7.762493472,0,"u""""DDG114RJ""""",4500
1215,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,165.8916863,116.365789,14.45373918,0,"u""""Dragon1""""",40000
1216,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,89.98928086,111.9394046,5.831733918,0,"u""""Serpent1""""",3500
1217,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,304.3803451,114.7621589,11.48884537,0,"u""""UNK1""""",35000
1218,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,166.3714237,111.0757207,12.5759228,0,"u""""Flanker-1""""",52500
1219,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,177.8803624,113.1359267,13.32433498,0,"u""""FLANKER-2""""",52500
1220,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,107.1772291,119.0020709,20.45949819,0,"u""""Utter51""""",50000
1221,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,79.35927383,113.6079059,19.88408309,0,"u""""SeaSerpent2""""",5000
1222,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,95.94829353,110.7394516,17.27796133,0,"u""""Shang1""""",3500
1223,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,212.7352264,117.6273714,17.53610296,0,"u""""RedDragon3""""",50000
1224,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,112.2155165,115.519624,20.46438039,0,"u""""REAGANTF""""",3500
1225,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,165.8681913,113.1034996,13.56320087,0,"u""""JUMPY26""""",42500
1226,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:47,13888.88889,19.17900833,111.2412017,13.16519995,0,"u""""Albatross1""""",50000
1227,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:47,1805.555556,115.8999627,112.5924438,10.09314498,0,"u""""SeaSquid""""",6500
1228,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:47,1250,79.93176548,109.2671086,7.764438532,0,"u""""DDG114RJ""""",4500
1229,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:47,14583.33333,163.0121433,113.1601557,13.32756536,0,"u""""FLANKER-3""""",52500
1230,Serpent1,Ship,T9458,Serpent100,SNSPCP---------,non-suspect,35,,0,10221.66546,,,,,MY,10/15/2020 17:47,972.2222222,89.98928086,111.9478368,5.833996591,0,"u""""Serpent1""""",3500
1231,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:47,15833.33333,189.4623223,113.4084422,9.357386631,0,"u""""Eagle2""""",57000
1232,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:47,12500,116.5650512,118.8301656,23.00119342,0,"u""""UNKNOWN1""""",45000
1233,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:47,1111.111111,65.1173855,132.0309832,30.2301647,0,"u""""Bengal1""""",4000
1234,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:47,13888.88889,263.6598087,117.3334278,22.20057365,0,"u""""Red Orchid""""",50000
1235,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:47,1388.888889,79.35927459,113.6201679,19.88624953,0,"u""""SeaSerpent2""""",5000
1236,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:47,1388.888889,255.1735203,111.4826093,18.01295411,0,"u""""RedDragon2""""",5000
1237,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:47,11111.11111,165.8916862,116.390119,14.35998117,0,"u""""Dragon1""""",40000
1238,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:47,972.2222222,95.94829878,110.7473228,17.27439249,0,"u""""Shang1""""",3500
1239,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:47,1388.888889,63.43494882,124.4594958,23.72532771,0,"u""""IzumoDDH183""""",5000
1240,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:47,14583.33333,184.7636419,113.1664996,13.20034551,0,"u""""FLANKER-2""""",52500
1241,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:47,11805.55556,165.7397345,113.1293924,13.4632063,0,"u""""JUMPY26""""",42500
1242,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:47,972.2222222,112.2155165,115.5276517,20.46120752,0,"u""""REAGANTF""""",3500
1243,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:47,1250,284.8158168,111.4844357,5.688088255,0,"u""""Xianning""""",4500
1244,Eagle1,Aircraft,T4428,Eagle10000,SFACMFR--------,non-suspect,600,,5000,9207.489994,,,,,US,10/15/2020 17:47,16666.66667,72.89727103,124.1932237,25.45190092,0,"u""""Eagle1""""",60000
1245,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:47,13888.88889,212.7352264,117.6528328,17.43368806,0,"u""""RedDragon3""""",50000
1246,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:47,972.2222222,74.77124579,122.6176415,26.5670687,0,"u""""RedTiger""""",3500
1247,Utter51,Aircraft,T4919,Utter51000,SFACMFRZ-------,non-suspect,500,,10000,9298.264261,,,,,US,10/15/2020 17:47,13888.88889,107.1772291,119.1225135,20.42898948,0,"u""""Utter51""""",50000
1248,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:47,14583.33333,166.3714238,111.1065888,12.45163165,0,"u""""Flanker-1""""",52500
1249,UNK1,Aircraft,T3425,UNK1000000,SUAP-----------,suspected,350,,1000,8870.409078,,,,,,10/15/2020 17:47,9722.222222,304.3803451,114.6789107,11.51119341,0,"u""""UNK1""""",35000
