OBJECTID,DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID
463,,1,250,69.44444444, ,,356.1675991,183.9115784,151.1308911,-33.97837435,300,2024-07-06 14:46:42,464,463
464,,1,250,69.44444444, ,,356.1675991,183.9118145,151.1308471,-33.97889037,300,2024-07-06 14:46:43,465,464
465,,1,250,69.44444444, ,,356.1675991,183.9112959,151.130803,-33.97940638,300,2024-07-06 14:46:44,466,465
466,,1,250,69.44444444, ,,356.1675991,183.911505,151.130759,-33.97992239,300,2024-07-06 14:46:45,467,466
467,,1,250,69.44444444, ,,356.1675991,183.911826,151.1307149,-33.9804384,300,2024-07-06 14:46:46,468,467
468,,1,250,69.44444444, ,,356.1675991,183.9115934,151.1306709,-33.98095441,300,2024-07-06 14:46:47,469,468
469,,1,250,69.44444444, ,,356.1675991,183.9117235,151.1306268,-33.98147041,300,2024-07-06 14:46:48,470,469
470,,1,250,69.44444444, ,,356.1675991,183.9118493,151.1305827,-33.98198641,300,2024-07-06 14:46:49,471,470
471,,1,250,69.44444444, ,,356.1675991,183.9115806,151.1305387,-33.9825024,300,2024-07-06 14:46:50,472,471
472,,1,250,69.44444444, ,,356.1675991,183.9117278,151.1304946,-33.98301839,300,2024-07-06 14:46:51,473,472
473,,1,250,69.44444444, ,,356.1675991,183.911691,151.1304506,-33.98353438,300,2024-07-06 14:46:52,474,473
474,,1,250,69.44444444, ,,356.1675991,177.2739089,151.1304629,-33.98405085,300,2024-07-06 14:46:53,475,474
475,,1,250,69.44444444, ,,356.1675991,177.2734863,151.130494,-33.98456748,300,2024-07-06 14:46:54,476,475
476,,1,250,69.44444444, ,,356.1675991,177.2737902,151.1305252,-33.98508411,300,2024-07-06 14:46:55,477,476
477,,1,250,69.44444444, ,,356.1675991,177.2737227,151.1305563,-33.98560073,300,2024-07-06 14:46:56,478,477
478,,1,250,69.44444444, ,,356.1675991,177.2736722,151.1305875,-33.98611735,300,2024-07-06 14:46:57,479,478
479,,1,250,69.44444444, ,,356.1675991,177.2736051,151.1306186,-33.98663396,300,2024-07-06 14:46:58,480,479
480,,1,250,69.44444444, ,,356.1675991,177.273555,151.1306498,-33.98715058,300,2024-07-06 14:46:59,481,480
481,,1,250,69.44444444, ,,356.1675991,177.2738395,151.1306809,-33.98766719,300,2024-07-06 14:47:00,482,481
482,,1,250,69.44444444, ,,356.1675991,177.2734219,151.1307121,-33.98818379,300,2024-07-06 14:47:01,483,482
483,,1,250,69.44444444, ,,356.1675991,177.2737224,151.1307432,-33.9887004,300,2024-07-06 14:47:02,484,483
484,,1,250,69.44444444, ,,356.1675991,177.2736557,151.1307744,-33.989217,300,2024-07-06 14:47:03,485,484
485,,1,250,69.44444444, ,,356.1675991,177.2739548,151.1308055,-33.9897336,300,2024-07-06 14:47:04,486,485
486,,1,250,69.44444444, ,,356.1675991,177.2735398,151.1308367,-33.99025019,300,2024-07-06 14:47:05,487,486
487,,1,250,69.44444444, ,,356.1675991,177.2734903,151.1308678,-33.99076678,300,2024-07-06 14:47:06,488,487
488,,1,250,69.44444444, ,,356.1675991,177.2737717,151.130899,-33.99128337,300,2024-07-06 14:47:07,489,488
489,,1,250,69.44444444, ,,356.1675991,177.2738145,151.1309301,-33.99179995,300,2024-07-06 14:47:08,490,489
490,,1,250,69.44444444, ,,356.1675991,177.2736578,151.1309613,-33.99231653,300,2024-07-06 14:47:09,491,490
491,,1,250,69.44444444, ,,356.1675991,177.2736578,151.1310819,-33.9927815,300,2024-07-06 14:47:10,492,491
492,,1,250,69.44444444, ,,356.1675991,177.2736101,151.1316553,-33.99298524,300,2024-07-06 14:47:11,493,492
493,,1,250,69.44444444, ,,356.1675991,113.1985506,151.1322287,-33.99318899,300,2024-07-06 14:47:12,494,493
494,,1,250,69.44444444, ,,356.1675991,113.1986303,151.1328021,-33.99339273,300,2024-07-06 14:47:13,495,494
495,,1,250,69.44444444, ,,356.1675991,113.1982077,151.1333755,-33.99359647,300,2024-07-06 14:47:14,496,495
496,,1,250,69.44444444, ,,356.1675991,113.1986684,151.1339489,-33.99380022,300,2024-07-06 14:47:15,497,496
497,,1,250,69.44444444, ,,356.1675991,113.1984723,151.1345222,-33.99400396,300,2024-07-06 14:47:16,498,497
498,,1,250,69.44444444, ,,356.1675991,113.1985512,151.1350956,-33.9942077,300,2024-07-06 14:47:17,499,498
499,,1,250,69.44444444, ,,356.1675991,113.1985122,151.135669,-33.99441144,300,2024-07-06 14:47:18,500,499
500,,1,250,69.44444444, ,,356.1675991,113.1985122,151.1362424,-33.99461518,300,2024-07-06 14:47:19,501,500
501,,1,250,69.44444444, ,,356.1675991,113.19861,151.1368158,-33.99481892,300,2024-07-06 14:47:20,502,501
502,,1,250,69.44444444, ,,356.1675991,113.1987458,151.1373892,-33.99502266,300,2024-07-06 14:47:21,503,502
503,,1,250,69.44444444, ,,356.1675991,113.1985518,151.1379626,-33.99522639,300,2024-07-06 14:47:22,504,503
504,,1,250,69.44444444, ,,356.1675991,113.1985133,151.138536,-33.99543013,300,2024-07-06 14:47:23,505,504
505,,1,250,69.44444444, ,,356.1675991,113.1985133,151.1391094,-33.99563387,300,2024-07-06 14:47:24,506,505
506,,1,250,69.44444444, ,,356.1675991,113.1985517,151.1396828,-33.99583761,300,2024-07-06 14:47:25,507,506
507,,1,250,69.44444444, ,,356.1675991,113.1982457,151.1402562,-33.99604134,300,2024-07-06 14:47:26,508,507
508,,1,250,69.44444444, ,,356.1675991,113.1985523,151.1408295,-33.99624508,300,2024-07-06 14:47:27,509,508
509,,1,250,69.44444444, ,,356.1675991,111.7055104,151.1414029,-33.99644881,300,2024-07-06 14:47:28,510,509
510,,1,250,69.44444444, ,,356.1675991,111.7053535,151.1419763,-33.99665255,300,2024-07-06 14:47:29,511,510
511,,1,250,69.44444444, ,,356.1675991,111.7053535,151.1425497,-33.99685628,300,2024-07-06 14:47:30,512,511
512,,1,250,69.44444444, ,,356.1675991,111.7054331,151.1431231,-33.99706002,300,2024-07-06 14:47:31,513,512
513,,1,250,69.44444444, ,,356.1675991,111.705475,151.1436965,-33.99726375,300,2024-07-06 14:47:32,514,513
514,,1,250,69.44444444, ,,356.1675991,111.7054698,151.1442699,-33.99746748,300,2024-07-06 14:47:33,515,514
515,,1,250,69.44444444, ,,356.1675991,111.7055682,151.1448433,-33.99767122,300,2024-07-06 14:47:34,516,515
516,,1,250,69.44444444, ,,356.1675991,111.7055682,151.1454167,-33.99787495,300,2024-07-06 14:47:35,517,516
517,,1,250,69.44444444, ,,356.1675991,111.7054017,151.1459901,-33.99807868,300,2024-07-06 14:47:36,518,517
518,,1,250,69.44444444, ,,356.1675991,111.7055247,151.1465634,-33.99828241,300,2024-07-06 14:47:37,519,518
519,,1,250,69.44444444, ,,356.1675991,111.7054938,151.1471368,-33.99848614,300,2024-07-06 14:47:38,520,519
520,,1,250,69.44444444, ,,356.1675991,111.7054886,151.1477102,-33.99868987,300,2024-07-06 14:47:39,521,520
521,,1,250,69.44444444, ,,356.1675991,111.7054886,151.1482836,-33.9988936,300,2024-07-06 14:47:40,522,521
522,,1,250,69.44444444, ,,356.1675991,111.705427,151.148857,-33.99909733,300,2024-07-06 14:47:41,523,522
523,,1,250,69.44444444, ,,356.1675991,111.7053223,151.1494304,-33.99930106,300,2024-07-06 14:47:42,524,523
524,,1,250,69.44444444, ,,356.1675991,111.705318,151.1500038,-33.99950479,300,2024-07-06 14:47:43,525,524
525,,1,250,69.44444444, ,,356.1675991,111.7055115,151.1505772,-33.99970851,300,2024-07-06 14:47:44,526,525
526,,1,250,69.44444444, ,,356.1675991,111.7055064,151.1511506,-33.99991224,300,2024-07-06 14:47:45,527,526
527,,1,250,69.44444444, ,,356.1675991,111.7055064,151.151724,-34.00011597,300,2024-07-06 14:47:46,528,527
528,,1,250,69.44444444, ,,356.1675991,111.7054463,151.1522973,-34.00031969,300,2024-07-06 14:47:47,529,528
529,,1,250,69.44444444, ,,356.1675991,111.7054415,151.1528707,-34.00052342,300,2024-07-06 14:47:48,530,529
530,,1,250,69.44444444, ,,356.1675991,111.7053401,151.1534441,-34.00072714,300,2024-07-06 14:47:49,531,530
531,,1,250,69.44444444, ,,356.1675991,111.7052865,151.1540175,-34.00093087,300,2024-07-06 14:47:50,532,531
532,,1,250,69.44444444, ,,356.1675991,111.7052865,151.1545909,-34.00113459,300,2024-07-06 14:47:51,533,532
533,,1,250,69.44444444, ,,356.1675991,111.7054228,151.1551643,-34.00133832,300,2024-07-06 14:47:52,534,533
534,,1,250,69.44444444, ,,356.1675991,111.7053696,151.1557377,-34.00154204,300,2024-07-06 14:47:53,535,534
535,,1,250,69.44444444, ,,356.1675991,111.7053653,151.1563111,-34.00174576,300,2024-07-06 14:47:54,536,535
536,,1,250,69.44444444, ,,356.1675991,111.7054551,151.1568845,-34.00194948,300,2024-07-06 14:47:55,537,536
537,,1,250,69.44444444, ,,356.1675991,111.7054551,151.1574579,-34.00215321,300,2024-07-06 14:47:56,538,537
538,,1,250,69.44444444, ,,356.1675991,111.7054743,151.1580313,-34.00235693,300,2024-07-06 14:47:57,539,538
539,,1,250,69.44444444, ,,356.1675991,111.7054878,151.1586046,-34.00256065,300,2024-07-06 14:47:58,540,539
540,,1,250,69.44444444, ,,356.1675991,96.03744525,151.159178,-34.00276437,300,2024-07-06 14:47:59,541,540
541,,1,250,69.44444444, ,,356.1675991,82.450689,151.1597519,-34.00296561,300,2024-07-06 14:48:00,542,541
542,,1,250,69.44444444, ,,356.1675991,82.450689,151.1603714,-34.00290518,300,2024-07-06 14:48:01,543,542
543,,1,250,69.44444444, ,,356.1675991,82.45054964,151.160991,-34.00284476,300,2024-07-06 14:48:02,544,543
544,,1,250,69.44444444, ,,356.1675991,82.45051457,151.1616105,-34.00278433,300,2024-07-06 14:48:03,545,544
545,,1,250,69.44444444, ,,356.1675991,82.45067392,151.1622301,-34.00272391,300,2024-07-06 14:48:04,546,545
546,,1,250,69.44444444, ,,356.1675991,82.45063895,151.1628496,-34.00266348,300,2024-07-06 14:48:05,547,546
547,,1,250,69.44444444, ,,356.1675991,82.45063895,151.1634692,-34.00260305,300,2024-07-06 14:48:06,548,547
548,,1,250,69.44444444, ,,356.1675991,82.45049802,151.1640888,-34.00254263,300,2024-07-06 14:48:07,549,548
549,,1,250,69.44444444, ,,356.1675991,82.45042713,151.1647083,-34.0024822,300,2024-07-06 14:48:08,550,549
550,,1,250,69.44444444, ,,356.1675991,82.4505879,151.1653279,-34.00242178,300,2024-07-06 14:48:09,551,550
551,,1,250,69.44444444, ,,356.1675991,82.4505879,151.1659474,-34.00236135,300,2024-07-06 14:48:10,552,551
552,,1,250,69.44444444, ,,356.1675991,82.45088816,151.166567,-34.00230092,300,2024-07-06 14:48:11,553,552
553,,1,250,69.44444444, ,,356.1675991,82.45040973,151.1671865,-34.0022405,300,2024-07-06 14:48:12,554,553
554,,1,250,69.44444444, ,,356.1675991,82.45060745,151.1678061,-34.00218007,300,2024-07-06 14:48:13,555,554
555,,1,250,69.44444444, ,,356.1675991,82.45053594,151.1684257,-34.00211965,300,2024-07-06 14:48:14,556,555
556,,1,250,69.44444444, ,,356.1675991,82.45053594,151.1690452,-34.00205922,300,2024-07-06 14:48:15,557,556
557,,1,250,69.44444444, ,,356.1675991,82.45045324,151.1696648,-34.00199879,300,2024-07-06 14:48:16,558,557
558,,1,250,69.44444444, ,,356.1675991,82.45059132,151.1702843,-34.00193837,300,2024-07-06 14:48:17,559,558
559,,1,250,69.44444444, ,,356.1675991,82.45059132,151.1709039,-34.00187794,300,2024-07-06 14:48:18,560,559
560,,1,250,69.44444444, ,,356.1675991,82.45073575,151.1715234,-34.00181751,300,2024-07-06 14:48:19,561,560
561,,1,250,69.44444444, ,,356.1675991,82.45073575,151.172143,-34.00175709,300,2024-07-06 14:48:20,562,561
562,,1,250,69.44444444, ,,356.1675991,82.45032293,151.1727626,-34.00169666,300,2024-07-06 14:48:21,563,562
563,,1,250,69.44444444, ,,356.1675991,82.45061706,151.1733821,-34.00163623,300,2024-07-06 14:48:22,564,563
564,,1,250,69.44444444, ,,356.1675991,82.4505396,151.1740017,-34.00157581,300,2024-07-06 14:48:23,565,564
565,,1,250,69.44444444, ,,356.1675991,82.45053977,151.1746212,-34.00151538,300,2024-07-06 14:48:24,566,565
566,,1,250,69.44444444, ,,356.1675991,82.45053977,151.1752408,-34.00145495,300,2024-07-06 14:48:25,567,566
567,,1,250,69.44444444, ,,356.1675991,82.45042584,151.1758603,-34.00139453,300,2024-07-06 14:48:26,568,567
568,,1,250,69.44444444, ,,356.1675991,82.45067476,151.1764799,-34.0013341,300,2024-07-06 14:48:27,569,568
569,,1,250,69.44444444, ,,356.1675991,82.45063657,151.1770995,-34.00127367,300,2024-07-06 14:48:28,570,569
570,,1,250,69.44444444, ,,356.1675991,82.45063657,151.177719,-34.00121325,300,2024-07-06 14:48:29,571,570
571,,1,250,69.44444444, ,,356.1675991,82.45050643,151.1783386,-34.00115282,300,2024-07-06 14:48:30,572,571
572,,1,250,69.44444444, ,,356.1675991,82.45059389,151.1789581,-34.00109239,300,2024-07-06 14:48:31,573,572
573,,1,250,69.44444444, ,,356.1675991,82.45059389,151.1795777,-34.00103197,300,2024-07-06 14:48:32,574,573
574,,1,250,69.44444444, ,,356.1675991,82.4505378,151.1801972,-34.00097154,300,2024-07-06 14:48:33,575,574
575,,1,250,69.44444444, ,,356.1675991,82.45063953,151.1808168,-34.00091111,300,2024-07-06 14:48:34,576,575
576,,1,250,69.44444444, ,,356.1675991,82.45063953,151.1814364,-34.00085068,300,2024-07-06 14:48:35,577,576
577,,1,250,69.44444444, ,,356.1675991,30.61836214,151.1820559,-34.00079026,300,2024-07-06 14:48:36,578,577
578,,1,250,69.44444444, ,,356.1675991,30.61836214,151.1826755,-34.00072983,300,2024-07-06 14:48:37,579,578
579,,1,250,69.44444444, ,,356.1675991,27.47454463,151.1831515,-34.00049699,300,2024-07-06 14:48:38,580,579
580,,1,250,69.44444444, ,,356.1675991,27.47440902,151.1834393,-34.00003814,300,2024-07-06 14:48:39,581,580
581,,1,250,69.44444444, ,,356.1675991,27.47437132,151.1837271,-33.99957929,300,2024-07-06 14:48:40,582,581
582,,1,250,69.44444444, ,,356.1675991,27.47452211,151.1840149,-33.99912044,300,2024-07-06 14:48:41,583,582
583,,1,250,69.44444444, ,,356.1675991,27.47452211,151.1843027,-33.99866159,300,2024-07-06 14:48:42,584,583
584,,1,250,69.44444444, ,,356.1675991,27.47444885,151.1845905,-33.99820273,300,2024-07-06 14:48:43,585,584
585,,1,250,69.44444444, ,,356.1675991,27.47449955,151.1848783,-33.99774387,300,2024-07-06 14:48:44,586,585
586,,1,250,69.44444444, ,,356.1675991,30.6185473,151.1851661,-33.997285,300,2024-07-06 14:48:45,587,586
587,,1,250,69.44444444, ,,356.1675991,30.61871799,151.1854539,-33.99682614,300,2024-07-06 14:48:46,588,587
588,,1,250,69.44444444, ,,356.1675991,30.6186054,151.1857417,-33.99636727,300,2024-07-06 14:48:47,589,588
589,,1,250,69.44444444, ,,356.1675991,30.6186054,151.1860295,-33.9959084,300,2024-07-06 14:48:48,590,589
590,,1,250,69.44444444, ,,356.1675991,30.61855822,151.1863173,-33.99544953,300,2024-07-06 14:48:49,591,590
591,,1,250,69.44444444, ,,356.1675991,30.61862355,151.1866051,-33.99499065,300,2024-07-06 14:48:50,592,591
592,,1,250,69.44444444, ,,356.1675991,30.61854372,151.1868929,-33.99453177,300,2024-07-06 14:48:51,593,592
593,,1,250,69.44444444, ,,356.1675991,30.61860905,151.1871807,-33.99407289,300,2024-07-06 14:48:52,594,593
594,,1,250,69.44444444, ,,356.1675991,30.61860905,151.1874686,-33.99361401,300,2024-07-06 14:48:53,595,594
595,,1,250,69.44444444, ,,356.1675991,30.6185619,151.1877564,-33.99315513,300,2024-07-06 14:48:54,596,595
596,,1,250,69.44444444, ,,356.1675991,30.61862716,151.1880442,-33.99269624,300,2024-07-06 14:48:55,597,596
597,,1,250,69.44444444, ,,356.1675991,30.6186199,151.188332,-33.99223735,300,2024-07-06 14:48:56,598,597
598,,1,250,69.44444444, ,,356.1675991,30.61861265,151.1886198,-33.99177846,300,2024-07-06 14:48:57,599,598
599,,1,250,69.44444444, ,,356.1675991,30.61867788,151.1889076,-33.99131956,300,2024-07-06 14:48:58,600,599
600,,1,250,69.44444444, ,,356.1675991,30.61867788,151.1891954,-33.99086066,300,2024-07-06 14:48:59,601,600
601,,1,250,69.44444444, ,,356.1675991,30.61863076,151.1894832,-33.99040176,300,2024-07-06 14:49:00,602,601
602,,1,250,69.44444444, ,,356.1675991,30.61872856,151.189771,-33.98994286,300,2024-07-06 14:49:01,603,602
603,,1,250,69.44444444, ,,356.1675991,30.61872856,151.1900588,-33.98948395,300,2024-07-06 14:49:02,604,603
604,,1,250,69.44444444, ,,356.1675991,343.8101381,151.1900267,-33.98899931,300,2024-07-06 14:49:03,605,604
605,,1,250,69.44444444, ,,356.1675991,343.8101381,151.1898507,-33.98850308,300,2024-07-06 14:49:04,606,605
606,,1,250,69.44444444, ,,356.1675991,343.8107596,151.1896747,-33.98800685,300,2024-07-06 14:49:05,607,606
607,,1,250,69.44444444, ,,356.1675991,343.8107767,151.1894987,-33.98751062,300,2024-07-06 14:49:06,608,607
608,,1,250,69.44444444, ,,356.1675991,343.8107937,151.1893227,-33.98701438,300,2024-07-06 14:49:07,609,608
609,,1,250,69.44444444, ,,356.1675991,343.8108108,151.1891466,-33.98651814,300,2024-07-06 14:49:08,610,609
610,,1,250,69.44444444, ,,356.1675991,343.8108108,151.1889706,-33.98602189,300,2024-07-06 14:49:09,611,610
611,,1,250,69.44444444, ,,356.1675991,343.810845,151.1887946,-33.98552565,300,2024-07-06 14:49:10,612,611
612,,1,250,69.44444444, ,,356.1675991,343.8108621,151.1886186,-33.9850294,300,2024-07-06 14:49:11,613,612
613,,1,250,69.44444444, ,,356.1675991,343.810804,151.1884425,-33.98453315,300,2024-07-06 14:49:12,614,613
614,,1,250,69.44444444, ,,356.1675991,343.8108211,151.1882665,-33.98403689,300,2024-07-06 14:49:13,615,614
615,,1,250,69.44444444, ,,356.1675991,343.8108211,151.1880905,-33.98354063,300,2024-07-06 14:49:14,616,615
616,,1,250,69.44444444, ,,356.1675991,343.8108552,151.1879145,-33.98304437,300,2024-07-06 14:49:15,617,616
617,,1,250,69.44444444, ,,356.1675991,343.8108723,151.1877384,-33.98254811,300,2024-07-06 14:49:16,618,617
618,,1,250,69.44444444, ,,356.1675991,343.8106776,151.1875624,-33.98205184,300,2024-07-06 14:49:17,619,618
619,,1,250,69.44444444, ,,356.1675991,343.8106947,151.1873864,-33.98155557,300,2024-07-06 14:49:18,620,619
620,,1,250,69.44444444, ,,356.1675991,343.8106947,151.1872104,-33.9810593,100,2024-07-06 14:49:19,621,620
621,,1,250,69.44444444, ,,356.1675991,343.8109868,151.1870343,-33.98056303,100,2024-07-06 14:49:20,622,621
622,,1,250,69.44444444, ,,356.1675991,343.8107767,151.1868583,-33.98006675,100,2024-07-06 14:49:21,623,622
623,,1,250,69.44444444, ,,356.1675991,343.8107937,151.1866823,-33.97957047,100,2024-07-06 14:49:22,624,623
624,,1,250,69.44444444, ,,356.1675991,343.810705,151.1865063,-33.97907418,100,2024-07-06 14:49:23,625,624
625,,1,250,69.44444444, ,,356.1675991,343.810705,151.1863302,-33.9785779,100,2024-07-06 14:49:24,626,625
626,,1,250,69.44444444, ,,356.1675991,343.8107391,151.1861542,-33.97808161,100,2024-07-06 14:49:25,627,626
627,,1,250,69.44444444, ,,356.1675991,343.8108313,151.1859782,-33.97758531,100,2024-07-06 14:49:26,628,627
628,,1,250,69.44444444, ,,356.1675991,343.8108484,151.1858022,-33.97708902,100,2024-07-06 14:49:27,629,628
629,,1,250,69.44444444, ,,356.1675991,343.8108655,151.1856262,-33.97659272,100,2024-07-06 14:49:28,630,629
630,,1,250,69.44444444, ,,356.1675991,343.8108655,151.1854501,-33.97609642,100,2024-07-06 14:49:29,631,630
631,,1,250,69.44444444, ,,356.1675991,343.3957664,151.1852741,-33.97560011,100,2024-07-06 14:49:30,632,631
632,,1,250,69.44444444, ,,356.1675991,340.4632371,151.1850981,-33.97510381,100,2024-07-06 14:49:31,633,632
633,,1,250,69.44444444, ,,356.1675991,340.4633215,151.1849221,-33.9746075,100,2024-07-06 14:49:32,634,633
634,,1,250,69.44444444, ,,356.1675991,340.4633215,151.184746,-33.97411118,100,2024-07-06 14:49:33,635,634
635,,1,250,69.44444444, ,,356.1675991,340.4633215,151.18457,-33.97361487,100,2024-07-06 14:49:34,636,635
636,,1,250,69.44444444, ,,356.1675991,340.4633685,151.184394,-33.97311855,100,2024-07-06 14:49:35,637,636
637,,1,250,69.44444444, ,,356.1675991,340.4634969,151.184218,-33.97262223,100,2024-07-06 14:49:36,638,637
638,,1,250,69.44444444, ,,356.1675991,340.4634265,151.1840419,-33.9721259,100,2024-07-06 14:49:37,639,638
639,,1,250,69.44444444, ,,356.1675991,340.4633351,151.1838659,-33.97162957,0,2024-07-06 14:49:38,640,639
640,,1,250,69.44444444, ,,356.1675991,340.4633351,151.1836899,-33.97113324,0,2024-07-06 14:49:39,641,640
641,,1,250,69.44444444, ,,356.1675991,340.4633815,151.1835139,-33.97063691,0,2024-07-06 14:49:40,642,641
642,,1,250,69.44444444, ,,356.1675991,340.4634046,151.1833378,-33.97014057,0,2024-07-06 14:49:41,643,642
643,,1,250,69.44444444, ,,356.1675991,340.4633253,151.1831618,-33.96964424,50,2024-07-06 14:49:42,644,643
644,,1,250,69.44444444, ,,356.1675991,340.4632825,151.1829858,-33.96914789,50,2024-07-06 14:49:43,645,644
645,,1,250,69.44444444, ,,356.1675991,340.4632825,151.1828098,-33.96865155,50,2024-07-06 14:49:44,646,645
646,,1,250,69.44444444, ,,356.1675991,341.9891471,151.1826337,-33.9681552,50,2024-07-06 14:49:45,647,646
647,,1,250,69.44444444, ,,356.1675991,342.2553114,151.1824577,-33.96765885,50,2024-07-06 14:49:46,648,647
648,,1,250,69.44444444, ,,356.1675991,342.2552988,151.1822817,-33.9671625,50,2024-07-06 14:49:47,649,648
649,,1,250,69.44444444, ,,356.1675991,342.2553199,151.1821057,-33.96666614,50,2024-07-06 14:49:48,650,649
650,,1,250,69.44444444, ,,356.1675991,342.2553199,151.1819297,-33.96616978,50,2024-07-06 14:49:49,651,650
651,,1,250,69.44444444, ,,356.1675991,342.2553284,151.1817536,-33.96567342,50,2024-07-06 14:49:50,652,651
652,,1,250,69.44444444, ,,356.1675991,342.2552439,151.1815776,-33.96517705,50,2024-07-06 14:49:51,653,652
653,,1,250,69.44444444, ,,356.1675991,342.2553899,151.1814016,-33.96468069,50,2024-07-06 14:49:52,654,653
654,,1,250,69.44444444, ,,356.1675991,342.2553284,151.1812256,-33.96418431,50,2024-07-06 14:49:53,655,654
655,,1,250,69.44444444, ,,356.1675991,342.2552667,151.1810495,-33.96368794,50,2024-07-06 14:49:54,656,655
656,,1,250,69.44444444, ,,356.1675991,342.2553621,151.1808735,-33.96319156,50,2024-07-06 14:49:55,657,656
657,,1,250,69.44444444, ,,356.1675991,342.2552827,151.1806975,-33.96269518,50,2024-07-06 14:49:56,658,657
658,,1,250,69.44444444, ,,356.1675991,346.842392,151.1805293,-33.96219709,50,2024-07-06 14:49:57,659,658
659,,1,250,69.44444444, ,,356.1675991,346.842435,151.1803873,-33.96169327,0,2024-07-06 14:49:58,660,659
660,,1,250,69.44444444, ,,356.1675991,347.7993667,151.1802453,-33.96118944,0,2024-07-06 14:49:59,661,660
661,,1,250,69.44444444, ,,356.1675991,347.7993667,151.1801033,-33.9606856,0,2024-07-06 14:50:00,662,661
662,,1,250,69.44444444, ,,356.1675991,347.7995678,151.1799613,-33.96018177,0,2024-07-06 14:50:01,663,662
663,,1,250,69.44444444, ,,356.1675991,347.7994681,151.1798193,-33.95967793,0,2024-07-06 14:50:02,664,663
664,,1,250,69.44444444, ,,356.1675991,347.7994681,151.1796773,-33.95917409,0,2024-07-06 14:50:03,665,664
665,,1,250,69.44444444, ,,356.1675991,347.7994598,151.1795353,-33.95867024,0,2024-07-06 14:50:04,666,665
666,,1,250,69.44444444, ,,356.1675991,347.7995113,151.1793933,-33.95816639,0,2024-07-06 14:50:05,667,666
667,,1,250,69.44444444, ,,356.1675991,347.7995346,151.1792513,-33.95766254,0,2024-07-06 14:50:06,668,667
668,,1,250,69.44444444, ,,356.1675991,347.7995313,151.1791093,-33.95715869,0,2024-07-06 14:50:07,669,668
669,,1,250,69.44444444, ,,356.1675991,347.7995313,151.1789673,-33.95665483,0,2024-07-06 14:50:08,670,669
670,,1,250,69.44444444, ,,356.1675991,347.7996026,151.1788252,-33.95615097,0,2024-07-06 14:50:09,671,670
671,,1,250,69.44444444, ,,356.1675991,347.7995745,151.1786832,-33.95564711,0,2024-07-06 14:50:10,672,671
672,,1,250,69.44444444, ,,356.1675991,347.7995977,151.1785412,-33.95514324,0,2024-07-06 14:50:11,673,672
673,,1,250,69.44444444, ,,356.1675991,347.799498,151.1783992,-33.95463937,0,2024-07-06 14:50:12,674,673
674,,1,250,69.44444444, ,,356.1675991,347.799498,151.1782572,-33.9541355,0,2024-07-06 14:50:13,675,674
675,,1,250,69.44444444, ,,356.1675991,347.7994814,151.1781152,-33.95363163,0,2024-07-06 14:50:14,676,675
676,,1,250,69.44444444, ,,356.1675991,347.7994601,151.1779732,-33.95312775,0,2024-07-06 14:50:15,677,676
677,,1,250,69.44444444, ,,356.1675991,347.7995526,151.1778312,-33.95262387,0,2024-07-06 14:50:16,678,677
678,,1,250,69.44444444, ,,356.1675991,347.7995313,151.1776892,-33.95211999,0,2024-07-06 14:50:17,679,678
679,,1,250,69.44444444, ,,356.1675991,347.7994175,151.1775472,-33.9516161,0,2024-07-06 14:50:18,680,679
680,,1,250,69.44444444, ,,356.1675991,347.7994175,151.1774052,-33.95111221,0,2024-07-06 14:50:19,681,680
681,,1,250,69.44444444, ,,356.1675991,347.7995346,151.1772632,-33.95060832,0,2024-07-06 14:50:20,682,681
682,,1,250,69.44444444, ,,356.1675991,347.7995578,151.1771212,-33.95010442,0,2024-07-06 14:50:21,683,682
683,,1,250,69.44444444, ,,356.1675991,347.7994317,151.1769792,-33.94960052,0,2024-07-06 14:50:22,684,683
684,,1,250,69.44444444, ,,356.1675991,347.7994317,151.1768372,-33.94909662,0,2024-07-06 14:50:23,685,684
685,,1,250,69.44444444, ,,356.1675991,347.7994782,151.1766952,-33.94859272,0,2024-07-06 14:50:24,686,685
686,,1,250,69.44444444, ,,356.1675991,347.7996242,151.1765532,-33.94808881,0,2024-07-06 14:50:25,687,686
687,,1,250,69.44444444, ,,356.1675991,347.7995246,151.1764112,-33.9475849,0,2024-07-06 14:50:26,688,687
688,,1,250,69.44444444, ,,356.1675991,347.7995479,151.1762692,-33.94708098,0,2024-07-06 14:50:27,689,688
689,,1,250,69.44444444, ,,356.1675991,347.7995479,151.1761272,-33.94657707,0,2024-07-06 14:50:28,690,689
690,,1,250,69.44444444, ,,356.1675991,347.7995678,151.1759852,-33.94607315,0,2024-07-06 14:50:29,691,690
691,,1,250,69.44444444, ,,356.1675991,347.7994417,151.1758432,-33.94556923,0,2024-07-06 14:50:30,692,691
692,,1,250,69.44444444, ,,356.1675991,347.7998478,151.1757012,-33.9450653,100,2024-07-06 14:50:31,693,692
693,,1,250,69.44444444, ,,356.1675991,347.7998478,151.1753544,-33.94468844,100,2024-07-06 14:50:32,694,693
694,,1,250,69.44444444, ,,356.1675991,299.577473,151.1748118,-33.944433,100,2024-07-06 14:50:33,695,694
